loss,mape,val_loss,val_mape
0.015780191868543625,14421.1923828125,0.008415714837610722,33.06068801879883
0.007073449436575174,8977.7744140625,0.00782416295260191,50.38044738769531
0.005543806124478579,12286.5224609375,0.008993269875645638,26.01835060119629
0.004046508111059666,8220.95703125,0.0031451894901692867,27.51142692565918
0.0031544652301818132,9871.9833984375,0.003305969759821892,32.836395263671875
0.0029126943554729223,6816.05859375,0.0038000443018972874,51.13787078857422
0.002816041000187397,6442.44384765625,0.0028537979815155268,25.575998306274414
0.002697731601074338,6348.94970703125,0.0023603332228958607,19.519330978393555
0.002624202286824584,7874.388671875,0.0030178397428244352,15.87615966796875
0.0025888376403599977,6237.14453125,0.0024147587828338146,16.39983558654785
0.0025579817593097687,5647.078125,0.003924543038010597,31.380239486694336
0.0025264236610382795,5468.02880859375,0.0033577014692127705,17.133996963500977
0.0025087413378059864,5185.9130859375,0.004607160110026598,18.79551124572754
0.0024950853548943996,4763.47998046875,0.004325233865529299,22.687816619873047
0.0024549835361540318,4592.05908203125,0.005442182533442974,19.497652053833008
0.0024549851659685373,6656.81982421875,0.0032760503236204386,19.302255630493164
0.0024454614613205194,5701.54248046875,0.002730371430516243,20.617570877075195
0.002391170710325241,7560.666015625,0.0028913295827805996,17.782129287719727
0.0024040634743869305,6333.85205078125,0.002965041669085622,38.915828704833984
0.0023907769937068224,4707.9287109375,0.0036130528897047043,18.517202377319336
0.002368566580116749,4402.71826171875,0.002942008199170232,16.25224494934082
0.002385359723120928,5240.64111328125,0.0031576415058225393,19.528060913085938
0.002336184261366725,5411.9521484375,0.0027882589492946863,15.15897274017334
0.002353751566261053,5251.6455078125,0.002707050181925297,24.98526382446289
0.002345855114981532,5936.04150390625,0.002841238398104906,16.36144256591797
0.0022928928956389427,5576.57275390625,0.003036538604646921,17.21529769897461
0.0023144518490880728,3694.70849609375,0.0026222842279821634,17.29650115966797
0.002295011654496193,5569.74267578125,0.002464886987581849,28.93408966064453
0.0022987648844718933,5625.3583984375,0.0022320207208395004,14.114619255065918
0.0022936537861824036,3565.994140625,0.0028404081240296364,19.58985710144043
0.002276676008477807,4834.74267578125,0.003087759716436267,15.07474136352539
0.002272561192512512,4285.0830078125,0.0027050869539380074,14.598559379577637
0.002292540855705738,6860.91162109375,0.0037762983702123165,21.51708221435547
0.0022631024476140738,5159.68798828125,0.0026029024738818407,30.616727828979492
0.0022843468468636274,5301.4296875,0.002605404006317258,14.336169242858887
0.002258396940305829,3102.69384765625,0.0021347447764128447,18.365835189819336
0.00225328397937119,5559.6650390625,0.0026257808785885572,15.063909530639648
0.0022578323259949684,4293.10009765625,0.0033405800350010395,30.43850326538086
0.0022389027290046215,5692.37158203125,0.0024233891163021326,24.86448860168457
0.002222107956185937,4377.85546875,0.0025255526416003704,17.57456398010254
0.0022301902063190937,3962.286376953125,0.0027650489937514067,15.006356239318848
0.0022322230506688356,3984.703857421875,0.002304235240444541,13.430754661560059
0.0022349427454173565,4628.9775390625,0.0024668658152222633,25.19221305847168
0.002204393967986107,3933.1748046875,0.0037114759907126427,16.140186309814453
0.002235806081444025,4437.49658203125,0.0021647599060088396,14.260313987731934
0.002211526734754443,4343.84765625,0.0021318017970770597,17.340463638305664
0.0022101979702711105,3285.25634765625,0.0038888168055564165,16.0598087310791
0.0022274903021752834,4758.82666015625,0.0022892875131219625,14.38007640838623
0.002189913997426629,3498.71728515625,0.0029560644179582596,16.053592681884766
0.002212044782936573,3772.4169921875,0.0022523768711835146,14.009133338928223
0.0021947838831692934,5429.14208984375,0.0029957538936287165,14.409791946411133
0.0022041036281734705,2426.017333984375,0.002581095090135932,32.739871978759766
0.0021919296123087406,3254.408203125,0.002477092668414116,13.872801780700684
0.002181845949962735,5677.0576171875,0.0026117435190826654,14.01351261138916
0.0021998558659106493,2571.201904296875,0.0022419129963964224,23.723716735839844
0.0021986577194184065,4111.93798828125,0.0020445436239242554,14.880220413208008
0.0021663429215550423,3102.54931640625,0.003294500522315502,17.021852493286133
0.002194230677559972,3593.1220703125,0.0028156605549156666,18.671192169189453
0.002164239762350917,2986.400146484375,0.0027427957393229008,27.574705123901367
0.002199002541601658,2757.6357421875,0.0024284273386001587,15.534806251525879
0.002179109724238515,3843.4443359375,0.0024706481490284204,29.931962966918945
0.002177891554310918,3153.583251953125,0.002625881927087903,15.386504173278809
0.0021827719174325466,2828.360107421875,0.0022766864858567715,14.681366920471191
0.0021642898209393024,3050.439453125,0.0025741360150277615,29.406902313232422
0.0021783288102597,3448.36962890625,0.0028306806925684214,17.74798011779785
0.0021661303471773863,3024.9111328125,0.002051839604973793,14.997590065002441
